기관ID,구,주소
C1101198,동대문구,서울특별시 동대문구 무학로34길 11 (용두동)
C1104359,노원구,서울특별시 노원구 상계로 65 (상계동)
C1103664,노원구,서울특별시 노원구 동일로197길 11 공삼빌딩 102호 (공릉동)
C1101201,은평구,서울특별시 은평구 연서로 246  (불광동)
C1102586,은평구,서울특별시 은평구 연서로 246 (불광동 타워클리닉)
C1101061,은평구,서울특별시 은평구 통일로 839 (대조동)
C1108927,은평구,서울특별시 은평구 연서로32길 3 (불광동 남재빌딩)
C1107701,강남구,서울특별시 강남구 영동대로 416 케이티앤지 타워 지하1층 (대치동)
C1100079,광진구,서울특별시 광진구 아차산로 241
C1104418,성북구,서울특별시 성북구 동소문로 12 지층 (동소문동2가)
C1108437,강북구,서울특별시 강북구 한천로105길 7 1층 101호 (번동)
C1101101,광진구,서울특별시 광진구 아차산로29길 12
C1101102,중구,서울특별시 중구 퇴계로 120  (남산동1가)
C1104481,서대문구,서울특별시 서대문구 성산로 317 1층 (연희동)
C1103755,용산구,서울특별시 용산구 한강대로 297 2층 (갈월동)
C1104040,서대문구,서울특별시 서대문구 성산로 521 (대신동)
C1104554,서대문구,서울특별시 서대문구 연희로 109 (연희동)
C1107393,강북구,서울특별시 강북구 숭인로 63-1 1층
C1107098,동작구,서울특별시 동작구 보라매로5길 23 지하1층 B117호 (신대방동 삼성보라매옴니타워)
C1107510,강동구,서울특별시 강동구 상암로 104 A동 101호 (천호동)
C1103828,중구,서울특별시 중구 청계천로 400 지하2층 (황학동 롯데캐슬베네치아아파트)
C1100976,은평구,서울특별시 은평구 은평로 197-2
C1104640,관악구,서울특별시 관악구 양녕로 50 3층 (봉천동)
C1100970,구로구,서울특별시 구로구 고척로 142-1 (고척동)
C1101104,성북구,서울특별시 성북구 종암로19길 17 양지빌딩 104호 (종암동)
C1100978,양천구,서울특별시 양천구 지양로 73 1층 (신월동)
C1100974,강남구,서울특별시 강남구 일원로 95
C1104607,마포구,서울특별시 마포구 신촌로 16 1층 (동교동)
C1100972,송파구,서울특별시 송파구 가락로 166 1층 (송파동)
C1103253,종로구,서울특별시 종로구 종로 204 12층 (종로4가)
C1100973,서초구,서울특별시 서초구 동작대로 130 (방배동)
C1109035,강서구,서울특별시 강서구 양천로 713  (염창동)
C1104140,종로구,서울특별시 종로구 숭인동길 21  (숭인동 종로청계힐스테이트)
C1101005,강동구,서울특별시 강동구 천호대로170길 26 (성내동)
C1107043,은평구,서울특별시 은평구 통일로 750  (불광동)
C1104315,노원구,서울특별시 노원구 덕릉로 779 (상계동)
C1108184,동대문구,서울특별시 동대문구 고산자로 472 (제기동)
C1109036,강서구,서울특별시 강서구 양천로 731  (염창동 염창동동아3차아파트)
C1102484,금천구,서울특별시 금천구 시흥대로141길 65
C1107493,강남구,서울특별시 강남구 강남대로 526 1층 (논현동)
C1107266,서초구,서울특별시 서초구 강남대로 521-4 태영빌딩 1층
C1103437,영등포구,서울특별시 영등포구 당산로36길 12
C1102954,영등포구,서울특별시 영등포구 영중로 62  (영등포동5가)
C1101186,영등포구,서울특별시 영등포구 영중로 51-1 1층 (영등포동6가)
C1104047,영등포구,서울특별시 영등포구 영중로 63 1층 (영등포동6가)
C1101187,도봉구,서울특별시 도봉구 시루봉로 290
C1102485,송파구,서울특별시 송파구 올림픽로 203  (잠실동)
C1108793,동대문구,서울특별시 동대문구 망우로21길 16 1층 (휘경동)
C1103045,양천구,서울특별시 양천구 목동동로 430 (목동)
C1101189,성동구,서울특별시 성동구 성수일로10길 32
C1103724,강서구,서울특별시 강서구 양천로57길 16 (가양동)
C1101191,송파구,서울특별시 송파구 백제고분로 202 (삼전동)
C1101247,성북구,서울특별시 성북구 종암로5길 36  상가동 1호 (종암동 종암선경아파트)
C1100968,노원구,서울특별시 노원구 한글비석로24길 57 (상계동)
C1102483,서대문구,서울특별시 서대문구 거북골로14길 32
C1100158,관악구,서울특별시 관악구 원신2길 34
C1108533,송파구,서울특별시 송파구 송파대로 345 1A동 5층 5001호 (가락동 헬리오시티)
C1100875,은평구,서울특별시 은평구 은평로10길 5 (응암동)
C1103044,강북구,서울특별시 강북구 한천로170길 5 (수유동)
C1103822,서초구,서울특별시 서초구 강남대로 415 대동빌딩 4층 (서초동)
C1102478,강남구,서울특별시 강남구 강남대로 532 202호(논현동 은훈빌딩)
C1107627,강남구,서울특별시 강남구 봉은사로 108 1층
C1100876,영등포구,서울특별시 영등포구 도림로 188 1층 (대림동)
C1100877,강동구,서울특별시 강동구 풍성로37길 39-21 1층 (성내동)
C1102479,강서구,서울특별시 강서구 양천로 658
C1100879,중랑구,서울특별시 중랑구 면목로 457 (상봉동)
C1104882,강동구,서울특별시 강동구 구천면로 233 110호 (천호동)
C1100880,성북구,서울특별시 성북구 오패산로3길 146  (하월곡동)
C1101087,강남구,서울특별시 강남구 도산대로92길 6 (청담동)
C1102953,중구,서울특별시 중구 충무로 30-2 (초동)
C1104264,마포구,서울특별시 마포구 망원로8길 67
C1104452,강남구,서울특별시 강남구 학동로 421 1층 일부(청담동 원영빌딩)
C1101147,은평구,서울특별시 은평구 통일로 843
C1102147,성동구,서울특별시 성동구 사근동길 53 (사근동)
C1102482,종로구,서울특별시 종로구 종로41길 47 (종로6가)
C1101150,도봉구,서울특별시 도봉구 덕릉로 222 (창동)
C1104510,강서구,서울특별시 강서구 양천로 452 1층105-1호(등촌동예다인상가)
C1103833,금천구,서울특별시 금천구 시흥대로 403
C1108146,동작구,서울특별시 동작구 서달로 166 2층 (흑석동)
C1107315,용산구,서울특별시 용산구 이촌로 352 103호 (용산동6가 신동아쇼핑)
C1100931,송파구,서울특별시 송파구 백제고분로 446 송암빌딩 2층 201호 (방이동)
C1106948,은평구,서울특별시 은평구 갈현로11길 43
C1103538,강서구,서울특별시 강서구 강서로 143
C1100933,중구,서울특별시 중구 청파로 464 103동 207호(중림동브라운스톤서울)
C1100935,강서구,서울특별시 강서구 공항대로41길 75 108호 (등촌동 경원프라자)
C1108133,관악구,서울특별시 관악구 쑥고개로 110 1층 (봉천동)
C1104307,종로구,서울특별시 종로구 진흥로 456 1층 (구기동)
C1102406,중랑구,서울특별시 중랑구 면목로 415 (면목동)
C1100936,양천구,서울특별시 양천구 지양로 82 1층5호 (신월동)
C1102842,강동구,서울특별시 강동구 양재대로 1603 (천호동)
C1100937,광진구,서울특별시 광진구 구의로 23 (구의동)
C1100855,은평구,서울특별시 은평구 연서로 137 (구산동)
C1102407,성동구,서울특별시 성동구 왕십리로20길 34 (홍익동)
C1100856,양천구,서울특별시 양천구 목동서로 67 115호 (목동)
C1107787,강남구,서울특별시 강남구 논현로115길 72 1층 (논현동)
C1103997,관악구,서울특별시 관악구 남부순환로161길 75 (신림동)
C1100858,영등포구,서울특별시 영등포구 도신로 87 (도림동)
C1100870,마포구,서울특별시 마포구 월드컵북로 402  (상암동)
C1100493,은평구,서울특별시 은평구 갈현로 81 (역촌동 그린빌딩)
C1100871,동작구,서울특별시 동작구 성대로 24 (상도동)
C1100872,중랑구,서울특별시 중랑구 면목로33길 33 (면목동)
C1100874,송파구,서울특별시 송파구 위례성대로20길 33 삼광빌딩 (오금동)
C1108749,영등포구,서울특별시 영등포구 시흥대로 635 대림메디컬빌딩 1층 (대림동)
C1107371,강남구,서울특별시 강남구 도곡로 449 201호
C1103043,양천구,서울특별시 양천구 목동로 223 1층 (신정동)
C1107711,중구,서울특별시 중구 을지로 100 지하1층 (을지로2가 파인에비뉴)
C1102458,강남구,서울특별시 강남구 도산대로 124 1층일부(논현동대영빌딩)
C1100904,송파구,서울특별시 송파구 송파대로 380 행우빌딩 (송파동)
C1104523,동대문구,서울특별시 동대문구 한천로 120 (장안동)
C1107113,중랑구,서울특별시 중랑구 망우로 473 무궁화빌딩 1층 (망우동)
C1102832,강북구,서울특별시 강북구 솔샘로 184 SK아파트주상가 115~116호 (미아동)
C1107801,송파구,서울특별시 송파구 오금로11길 37 101호 (방이동)
C1102386,동대문구,서울특별시 동대문구 서울시립대로 92 1층 (전농동)
C1100905,구로구,서울특별시 구로구 경인로 201 (오류동)
C1100906,구로구,서울특별시 구로구 경인로 195  (오류동)
C1108147,송파구,서울특별시 송파구 올림픽로37길 130 파크리오 파크리오상가A동 3층 316호 (신천동)
C1100925,중구,서울특별시 중구 퇴계로41길 51 (인현동2가)
C1108930,중랑구,서울특별시 중랑구 신내로 72 원빌딩 (신내동)
C1100926,강북구,서울특별시 강북구 도봉로53길 32 (미아동)
C1102403,동작구,서울특별시 동작구 양녕로 287  (상도동 상도동대우유로카운티)
C1108366,동작구,서울특별시 동작구 동작대로29길 69 금강산보석불가마사우나 303호 (사당동)
C1104443,영등포구,서울특별시 영등포구 당산로 163
C1108723,송파구,서울특별시 송파구 백제고분로 386 1층 (송파동)
C1103162,도봉구,서울특별시 도봉구 마들로 657 112호 (방학동 이에스에이아파트)
C1109098,강남구,서울특별시 강남구 봉은사로 159 정글빌딩 1층 (논현동)
C1102404,서대문구,서울특별시 서대문구 거북골로 120
C1104763,은평구,서울특별시 은평구 진흥로 97 1층 (역촌동)
C1100929,강동구,서울특별시 강동구 천호대로 1107 102호 (길동강동역SK허브)
C1100928,강남구,서울특별시 강남구 강남대로 616 (신사동 신사미타워 102호)
C1107302,마포구,서울특별시 마포구 토정로31길 24 상가동 B117호 (용강동 e편한세상마포3차아파트)
C1102405,송파구,서울특별시 송파구 동남로 189 503호 (가락동)
C1103386,노원구,서울특별시 노원구 동일로 1701
C1102385,영등포구,서울특별시 영등포구 대림로 247
C1100862,종로구,서울특별시 종로구 창경궁로 162-1 (원남동)
C1100064,성동구,서울특별시 성동구 독서당로 223 래미안 옥수 리버젠 상가 지하 209호 (옥수동)
C1100864,성동구,서울특별시 성동구 한림말길 56 1층 (옥수동 벽산빌라트)
C1108479,성동구,서울특별시 성동구 매봉길 48 106호 (옥수동)
C1100890,종로구,서울특별시 종로구 자하문로2길 4 103호(적선동경복빌딩)
C1101897,광진구,서울특별시 광진구 광나루로56길 63 107108109호 (구의동)
C1104347,광진구,서울특별시 광진구 뚝섬로56길 46 (자양동 근정빌딩)
C1104371,금천구,서울특별시 금천구 시흥대로 232  (시흥동)
C1100892,송파구,서울특별시 송파구 백제고분로12길 17 (잠실동)
C1103404,송파구,서울특별시 송파구 양재대로 1222 (방이동 올림픽프라자상가 2층 10호)
C1100894,중랑구,서울특별시 중랑구 봉화산로 215  (신내동)
C1102383,강남구,서울특별시 강남구 삼성로 150 110호 (대치동 한보미도종합상가)
C1100895,광진구,서울특별시 광진구 아차산로 552 (광장동)
C1100898,강서구,서울특별시 강서구 방화동로 56 1층 (방화동)
C1104579,영등포구,서울특별시 영등포구 도림로38길 4 (대림동)
C1102158,관악구,서울특별시 관악구 시흥대로 560 1층 (신림동)
C1100900,강북구,서울특별시 강북구 수유로 9 (수유동)
C1103702,송파구,서울특별시 송파구 마천로 345 1층 (마천동)
C1100901,서초구,서울특별시 서초구 동작대로 194 (방배동)
C1102384,성북구,서울특별시 성북구 화랑로48길 16  (석관동 두산아파트)
C1103663,관악구,서울특별시 관악구 성현로 80
C1100902,광진구,서울특별시 광진구 아차산로 220 (자양동)
C1100903,강동구,서울특별시 강동구 고덕로83길 18 (고덕동)
C1106965,마포구,서울특별시 마포구 월드컵로 29 지하2층 (합정동 JH빌딩)
C1103315,은평구,서울특별시 은평구 통일로87길 5-10 1층 (갈현동)
C1103161,성북구,서울특별시 성북구 돌곶이로22길 49 (석관동)
C1104823,구로구,서울특별시 구로구 고척로 212 102호 (고척동 오토젠빌딩)
C1100846,용산구,서울특별시 용산구 후암로 33-3 1층 (후암동)
C1100847,노원구,서울특별시 노원구 한글비석로 470
C1103603,송파구,서울특별시 송파구 양산로10길 4 (거여동)
C1100849,강동구,서울특별시 강동구 진황도로 189
C1100850,중랑구,서울특별시 중랑구 용마산로 438 (면목동)
C1102577,구로구,서울특별시 구로구 구로동로15길 17 (구로동)
